source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label
Business Insider,Grace Kay,2023-09-13,"Elon Musk wanted to build a house that looked like it 'fell out of space,' new book reveals","Elon Musk has said he owns a prefabricated home, but his biographer said he has discussed plans to build a new mega house on a horse farm in Texas.","Elon Musk pictured with a prefabricated house that was delivered to SpaceX in 2021. He has said he is living in a $50,000 house he rents from the space venture.Jorge Ramirez and Chesnot/Getty Images [+5412 chars]","Elon Musk wanted to build a house that looked like it 'fell out of space,' new book reveals Elon Musk has said he owns a prefabricated home, but his biographer said he has discussed plans to build a new mega house on a horse farm in Texas.",no,no,neutral
Next Big Future,Brian Wang,2023-09-13,Tesla Semi Shows Real World Payload and Range Results at Run on Less Event,The Run on Less  Electric DEPOT is an 18-month study and demonstration event that explores how trucking fleets can scale up from one or two electric trucks to 15 or more. The North American Council for Freight Efficiency (NACFE) and RMI are hosting the event,Brian Wang is a Futurist Thought Leader and a popular Science blogger with 1 million readers per month. His blog Nextbigfuture.com is ranked #1 Science News Blog. It covers many disruptive technology [+593 chars],Tesla Semi Shows Real World Payload and Range Results at Run on Less Event The Run on Less  Electric DEPOT is an 18-month study and demonstration event that explores how trucking fleets can scale up from one or two electric trucks to 15 or more. The North American Council for Freight Efficiency (NACFE) and RMI are hosting the event,yes,yes,positive
Fortune,Grace Lordan,2023-09-13,Why critics love to hate Elon Muskand why his fans adore him,LSE's Grace Lordan explains how the psychology behind love and hate makes Musk elicit such emotional responses.,"There isnt a week that goes by that coverage of Elon Musk isnt dominating news headlines. Strikingly, a lot of the coverage concerns his own posts on X, where it has been estimated that he has the ab [+7688 chars]",Why critics love to hate Elon Muskand why his fans adore him LSE's Grace Lordan explains how the psychology behind love and hate makes Musk elicit such emotional responses.,no,no,neutral
Business Insider,"Beatrice Nolan,Grace Dean",2023-09-14,"Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says","Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.","Maye Musk dated the man after she divorced Elon Musk's father Errol Musk, according to Walter Isaacson.ANGELA WEISS/AFP via Getty Images
<ul><li>The Musk siblings hated a man Maye Musk was dating so [+1844 chars]","Elon Musk and his siblings hated one of their mom's boyfriends so much that they put tiny firecrackers in his cigarettes that exploded, book says Walter Isaacson's book, ""Elon Musk,"" details the billionaire's childhood and relationship with his parents.",no,,
Breitbart News,"Lucas Nolan, Lucas Nolan",2023-09-14,"Elon Musk Admits X/Twitter Has to 'Play Nice' with China to Avoid Tesla Trouble, Sees 'Two Sides' to Uyghur Genocide","Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate China's policies to safeguard Tesla's business interests based on revelations contained in the rec","Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate Chinas policies to safeguard Teslas  [+3440 chars]","Elon Musk Admits X/Twitter Has to 'Play Nice' with China to Avoid Tesla Trouble, Sees 'Two Sides' to Uyghur Genocide Elon Musk, the billionaire CEO of Tesla and SpaceX and most recently the owner of X/Twitter, has recently come under scrutiny for his willingness to accommodate China's policies to safeguard Tesla's business interests based on revelations contained in the rec",yes,,
Al Jazeera English,Al Jazeera,2023-09-14,Taiwan claps back at Elon Musk after China comments,Taiwanese Foreign Minister Joseph Wu says Taiwan is 'not for sale' after Musk discusses Beijing's stance on the island.,"Taiwan has clapped back at Elon Musk after the billionaire businessman waded into the delicate issue of the islands relations with China.
Taiwanese Foreign Minister Joseph Wu said that Taiwan was no [+2157 chars]",Taiwan claps back at Elon Musk after China comments Taiwanese Foreign Minister Joseph Wu says Taiwan is 'not for sale' after Musk discusses Beijing's stance on the island.,no,,
Fortune,Orianna Rosa Royle,2023-09-14,Frontier Airlines CEO thinks workers got lazy during the pandemic,"It isnt just Tesla founder Elon Musk that thinks workers (or more specifically, remote workers) are lazy, Frontier Airlines chief executive, Barry Biffle, recently weighed in on the debate.","It isnt just Tesla founder Elon Musk that thinks workers (or more specifically, remote workers) are lazyFrontier Airlines chief executive, Barry Biffle, recently weighed in on the debate.We got lazy  [+3937 chars]","Frontier Airlines CEO thinks workers got lazy during the pandemic It isnt just Tesla founder Elon Musk that thinks workers (or more specifically, remote workers) are lazy, Frontier Airlines chief executive, Barry Biffle, recently weighed in on the debate.",yes,,
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-09-14,Green Inferno: Tesla Bursts in Flames on Busy Australian Highway,"A Tesla burst into flames on a busy highway on Monday in the Southern Highlands region of Australia, sending firefighters on a difficult mission to battle the blaze. The fire started after the electric vehicle built by Elon Musk's company hit debris that fell","A Tesla burst into flames on a busy highway on Monday in the Southern Highlands region of Australia, sending firefighters on a difficult mission to battle the blaze. The fire started after the electr [+2298 chars]","Green Inferno: Tesla Bursts in Flames on Busy Australian Highway A Tesla burst into flames on a busy highway on Monday in the Southern Highlands region of Australia, sending firefighters on a difficult mission to battle the blaze. The fire started after the electric vehicle built by Elon Musk's company hit debris that fell",yes,,
Wired,Will Knight,2023-09-14,Don't Count on Tesla's Dojo Supercomputer to Jump-Start an AI Revolution,Wall Street analysts predicted Teslas Dojo supercomputer could unlock a $500 billion ChatGPT-style breakthrough. Don't take it to the bank.,Youd have to be pretty brave to bet against the idea that applying more computing power and data to machine learninga recipe that birthed ChatGPTwont lead to further advances of some kind in artifici [+3484 chars],Don't Count on Tesla's Dojo Supercomputer to Jump-Start an AI Revolution Wall Street analysts predicted Teslas Dojo supercomputer could unlock a $500 billion ChatGPT-style breakthrough. Don't take it to the bank.,yes,,
Wired,Alex Goy,2023-09-14,"Hyundai Kona Electric 2024 Review: Price, Specs, Release Date","The affordable Kona EV got a massive makeover with speedy charging, a delightfully futuristic design, and plenty of luxury touches.","Hyundais first-generation Kona Electric was something of a darling. It was efficient, looked good, and made electric motoring a little more accessible for those without Tesla money to play with. Now  [+3287 chars]","Hyundai Kona Electric 2024 Review: Price, Specs, Release Date The affordable Kona EV got a massive makeover with speedy charging, a delightfully futuristic design, and plenty of luxury touches.",no,,
Business Insider,Kylie Kirschner,2023-09-14,Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife,"The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.","Musk denied having an affair with Shanahan, Brin's wife.Chip Somodevilla/Getty Images, Tim Mosenfelder/Getty Images
<ul>
<li>WSJ published a story last year that cited sources alleging Elon Musk sle [+2675 chars]","Google cofounder apparently tried to dodge the famous selfie Elon Musk took after the Tesla CEO denied having a one-night stand with his wife The new Elon Musk biography reveals that after WSJ reported on allegations that Musk slept with Sergey Brin's wife, Brin ""tried to avoid"" a selfie.",yes,,
CBS News,,2023-09-14,"Elon Musk says AI needs ""a referee"" after Capitol Hill meeting",Among the ideas discussed was whether there should be an independent agency to oversee certain aspects of the rapidly developing technology.,The nation's biggest technology executives on Wednesday loosely endorsed the idea of government regulations for artificial intelligence at an unusual closed-door meeting in the U.S. Senate. But there [+7701 chars],"Elon Musk says AI needs ""a referee"" after Capitol Hill meeting Among the ideas discussed was whether there should be an independent agency to oversee certain aspects of the rapidly developing technology.",no,,
